"ABUNDANCE","BIOMASS","GENUS_SPECIES","SAMPLE_DESC","PLOT","LATITUDE","LONGITUDE","DAY","MONTH","YEAR"
"16","0","Cethosia biblis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","7","2005"
"9","0","Cirrochroa tyche","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","7","2005"
"4","0","Euploea mulciber","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","7","2005"
"2","0","Eurema hecabe","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","7","2005"
"1","0","Hebomoia glaucippe","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","7","2005"
"1","0","Jamides bochus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","7","2005"
"3","0","Papilio memnon","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","7","2005"
"7","0","Papilio protenor","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","7","2005"
"1","0","Parantica aglea","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","7","2005"
"2","0","Pieris canidia","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","7","2005"
"2","0","Prioneris thestylis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","7","2005"
"8","0","Pseudozizeeria maha","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","7","2005"
"1","0","Stichophthalma howqua","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","7","2005"
"2","0","Tirumala septentrionis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","7","2005"
"1","0","Vagrans egista","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","7","2005"
"1","0","Vindula erota","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","7","2005"
"1","0","Ypthima baldus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","7","2005"
"2","0","Argyreus hyperbius","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","8","2005"
"1","0","Cepora nadina","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","8","2005"
"10","0","Cethosia biblis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","8","2005"
"6","0","Euploea mulciber","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","8","2005"
"3","0","Euploea tulliolus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","8","2005"
"3","0","Hebomoia glaucippe","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","8","2005"
"1","0","Lampides boeticus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","8","2005"
"22","0","Parnara sp","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","8","2005"
"2","0","Parthenos sylvia","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","8","2005"
"1","0","Ragadia crisilda","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","8","2005"
"2","0","Stichophthalma howqua","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","8","2005"
"1","0","Tirumala septentrionis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","8","2005"
"1","0","Vindula erota","21.0833_105.1_T4_2005","T4","21.083300","105.100000","18","8","2005"
"17","0","Argyreus hyperbius","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"3","0","Catopsilia pomona","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"2","0","Cirrochroa tyche","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"4","0","Delias acalis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"11","0","Euploea mulciber","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"2","0","Hasora badra","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"1","0","Isoteinon lamprospilus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"3","0","Lamproptera curius","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"1","0","Lethe syrcis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"1","0","Neptis hylas","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"2","0","Papilio helenus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"1","0","Papilio memnon","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"1","0","Papilio paris","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"1","0","Papilio protenor","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"5","0","Parantica melaneus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"3","0","Parantica sita","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"2","0","Parnara guttata","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"47","0","Pieris canidia","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"5","0","Pseudozizeeria maha","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"7","0","Stichophthalma howqua","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"2","0","Tirumala septentrionis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"1","0","Udara dilecta","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","5","2005"
"2","0","Appias albina","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"1","0","Appias lyncida","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"2","0","Argyreus hyperbius","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"3","0","Catopsilia pomona","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"1","0","Cethosia biblis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"1","0","Cirrochroa tyche","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"2","0","Danaus genutia","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"4","0","Delias pasithoe","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"11","0","Euploea mulciber","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"1","0","Papilio helenus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"1","0","Papilio protenor","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"1","0","Parantica aglea","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"2","0","Parantica melaneus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"1","0","Parantica sita","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"4","0","Prioneris thestylis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"3","0","Pseudozizeeria maha","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"1","0","Stibochiona nicea","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"2","0","Stichophthalma howqua","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"2","0","Tirumala septentrionis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"1","0","Troides helena","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"1","0","Vagrans egista","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"1","0","Vindula erota","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","7","2005"
"1","0","Argyreus hyperbius","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"3","0","Astictopterus jama","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"10","0","Cethosia biblis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"12","0","Euploea mulciber","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"1","0","Hebomoia glaucippe","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"3","0","Ideopsis similis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"1","0","Junonia atlites","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"1","0","Mycalesis misenus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"1","0","Neptis sp","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"1","0","Pantoporia hordinia","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"1","0","Papilio protenor","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"22","0","Parnara sp","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"1","0","Pieris canidia","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"1","0","Pseudozizeeria maha","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"1","0","Spindasis lohita","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"2","0","Stichophthalma howqua","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"1","0","Tagiades litigiosa","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"2","0","Tirumala septentrionis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"2","0","Vindula erota","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"1","0","Ypthima baldus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"1","0","Zemeros flegyas","21.0833_105.1_T4_2005","T4","21.083300","105.100000","19","8","2005"
"2","0","Appias albina","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"1","0","Appias lyncida","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"10","0","Argyreus hyperbius","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"1","0","Catopsilia pomona","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"2","0","Cepora nadina","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"3","0","Cethosia biblis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"1","0","Danaus genutia","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"1","0","Euploea eunice","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"8","0","Euploea mulciber","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"1","0","Euploea tulliolus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"1","0","Hebomoia glaucippe","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"1","0","Ideopsis similis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"1","0","Papilio memnon","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"1","0","Papilio protenor","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"2","0","Parantica aglea","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"1","0","Parantica sita","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"4","0","Parnara sp","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"1","0","Ragadia crisilda","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"2","0","Tirumala septentrionis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"1","0","Troides helena","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"1","0","Vindula erota","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"1","0","Ypthima baldus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","8","2005"
"6","0","Argyreus hyperbius","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"1","0","Ariadne ariadne","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"1","0","Astictopterus jama","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"1","0","Catochrysops panormus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"1","0","Cethosia biblis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"7","0","Euploea mulciber","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"1","0","Eurema blanda","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"2","0","Hebomoia glaucippe","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"2","0","Ideopsis similis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"2","0","Lamproptera curius","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"1","0","Neptis clinia","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"2","0","Papilio helenus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"1","0","Papilio memnon","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"2","0","Papilio protenor","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"1","0","Parantica aglea","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"1","0","Parantica melaneus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"2","0","Parantica sita","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"38","0","Parnara sp","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"5","0","Pieris canidia","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"2","0","Prioneris thestylis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"1","0","Symbrenthia lilaea","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"1","0","Troides helena","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"2","0","Zemeros flegyas","21.0833_105.1_T4_2005","T4","21.083300","105.100000","20","9","2005"
"3","0","Appias albina","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"9","0","Argyreus hyperbius","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"9","0","Catopsilia pomona","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"3","0","Delias acalis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"14","0","Euploea mulciber","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"2","0","Lethe syrcis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"1","0","Neope muirheadi","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"3","0","Papilio helenus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"1","0","Papilio memnon","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"2","0","Papilio protenor","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"6","0","Parantica melaneus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"2","0","Parantica sita","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"9","0","Parnara sp","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"36","0","Pieris canidia","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"1","0","Prioneris thestylis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"4","0","Pseudozizeeria maha","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"6","0","Stichophthalma howqua","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"2","0","Tirumala septentrionis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"1","0","Vanessa cardui","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"2","0","Vindula erota","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"1","0","Zizina otis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","5","2005"
"3","0","Appias albina","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"5","0","Argyreus hyperbius","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"1","0","Astictopterus jama","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"1","0","Catopsilia pomona","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"2","0","Cethosia biblis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"1","0","Chersonesia risa","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"6","0","Cirrochroa tyche","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"1","0","Delias acalis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"1","0","Euploea core","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"17","0","Euploea mulciber","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"1","0","Graphium sarpedon","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"4","0","Hebomoia glaucippe","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"2","0","Papilio helenus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"6","0","Papilio memnon","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"3","0","Papilio paris","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"1","0","Papilio protenor","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"1","0","Parantica aglea","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"1","0","Parantica melaneus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"1","0","Parantica sita","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"5","0","Prioneris thestylis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"9","0","Pseudozizeeria maha","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"1","0","Stibochiona nicea","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"27","0","Stichophthalma howqua","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"3","0","Tirumala septentrionis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"1","0","Troides helena","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"4","0","Vagrans egista","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","6","2005"
"2","0","Appias lyncida","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","9","2005"
"11","0","Argyreus hyperbius","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","9","2005"
"3","0","Cethosia biblis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","9","2005"
"1","0","Cirrochroa tyche","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","9","2005"
"11","0","Euploea mulciber","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","9","2005"
"1","0","Eurema blanda","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","9","2005"
"1","0","Melanitis leda","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","9","2005"
"2","0","Parantica aglea","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","9","2005"
"13","0","Parnara sp","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","9","2005"
"2","0","Pieris canidia","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","9","2005"
"4","0","Prioneris thestylis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","9","2005"
"5","0","Pseudozizeeria maha","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","9","2005"
"1","0","Tirumala septentrionis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","9","2005"
"1","0","Vagrans egista","21.0833_105.1_T4_2005","T4","21.083300","105.100000","21","9","2005"
"1","0","Appias lyncida","21.0833_105.1_T4_2005","T4","21.083300","105.100000","31","10","2005"
"26","0","Argyreus hyperbius","21.0833_105.1_T4_2005","T4","21.083300","105.100000","31","10","2005"
"1","0","Catopsilia pomona","21.0833_105.1_T4_2005","T4","21.083300","105.100000","31","10","2005"
"3","0","Cethosia biblis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","31","10","2005"
"2","0","Danaus genutia","21.0833_105.1_T4_2005","T4","21.083300","105.100000","31","10","2005"
"2","0","Euploea core","21.0833_105.1_T4_2005","T4","21.083300","105.100000","31","10","2005"
"1","0","Euploea midamus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","31","10","2005"
"7","0","Euploea mulciber","21.0833_105.1_T4_2005","T4","21.083300","105.100000","31","10","2005"
"1","0","Graphium sarpedon","21.0833_105.1_T4_2005","T4","21.083300","105.100000","31","10","2005"
"4","0","Hebomoia glaucippe","21.0833_105.1_T4_2005","T4","21.083300","105.100000","31","10","2005"
"2","0","Jamides bochus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","31","10","2005"
"1","0","Lamproptera curius","21.0833_105.1_T4_2005","T4","21.083300","105.100000","31","10","2005"
"2","0","Papilio helenus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","31","10","2005"
"5","0","Parthenos sylvia","21.0833_105.1_T4_2005","T4","21.083300","105.100000","31","10","2005"
"16","0","Pieris canidia","21.0833_105.1_T4_2005","T4","21.083300","105.100000","31","10","2005"
"1","0","Pseudozizeeria maha","21.0833_105.1_T4_2005","T4","21.083300","105.100000","31","10","2005"
"1","0","Tirumala septentrionis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","31","10","2005"
"1","0","Zemeros flegyas","21.0833_105.1_T4_2005","T4","21.083300","105.100000","31","10","2005"
"1","0","Abisara fylla","21.0833_105.1_T4_2005","T4","21.083300","105.100000","8","10","2005"
"2","0","Argyreus hyperbius","21.0833_105.1_T4_2005","T4","21.083300","105.100000","8","10","2005"
"8","0","Cethosia biblis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","8","10","2005"
"1","0","Cethosia cyane","21.0833_105.1_T4_2005","T4","21.083300","105.100000","8","10","2005"
"5","0","Danaus genutia","21.0833_105.1_T4_2005","T4","21.083300","105.100000","8","10","2005"
"4","0","Euploea mulciber","21.0833_105.1_T4_2005","T4","21.083300","105.100000","8","10","2005"
"3","0","Eurema blanda","21.0833_105.1_T4_2005","T4","21.083300","105.100000","8","10","2005"
"1","0","Hebomoia glaucippe","21.0833_105.1_T4_2005","T4","21.083300","105.100000","8","10","2005"
"1","0","Hypolimnas bolina","21.0833_105.1_T4_2005","T4","21.083300","105.100000","8","10","2005"
"1","0","Jamides alecto","21.0833_105.1_T4_2005","T4","21.083300","105.100000","8","10","2005"
"8","0","Lamproptera curius","21.0833_105.1_T4_2005","T4","21.083300","105.100000","8","10","2005"
"1","0","Lethe mekara","21.0833_105.1_T4_2005","T4","21.083300","105.100000","8","10","2005"
"1","0","Papilio memnon","21.0833_105.1_T4_2005","T4","21.083300","105.100000","8","10","2005"
"19","0","Pieris canidia","21.0833_105.1_T4_2005","T4","21.083300","105.100000","8","10","2005"
"1","0","Tajuria sp","21.0833_105.1_T4_2005","T4","21.083300","105.100000","8","10","2005"
"2","0","Tirumala septentrionis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","8","10","2005"
"1","0","Ypthima imitans","21.0833_105.1_T4_2005","T4","21.083300","105.100000","8","10","2005"
"1","0","Appias pandione","21.0833_105.1_T4_2005","T4","21.083300","105.100000","9","10","2005"
"6","0","Argyreus hyperbius","21.0833_105.1_T4_2005","T4","21.083300","105.100000","9","10","2005"
"1","0","Catopsilia pomona","21.0833_105.1_T4_2005","T4","21.083300","105.100000","9","10","2005"
"3","0","Cepora nadina","21.0833_105.1_T4_2005","T4","21.083300","105.100000","9","10","2005"
"3","0","Cethosia biblis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","9","10","2005"
"1","0","Danaus genutia","21.0833_105.1_T4_2005","T4","21.083300","105.100000","9","10","2005"
"1","0","Euploea midamus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","9","10","2005"
"4","0","Euploea mulciber","21.0833_105.1_T4_2005","T4","21.083300","105.100000","9","10","2005"
"2","0","Eurema blanda","21.0833_105.1_T4_2005","T4","21.083300","105.100000","9","10","2005"
"1","0","Graphium sarpedon","21.0833_105.1_T4_2005","T4","21.083300","105.100000","9","10","2005"
"1","0","Hypolimnas bolina","21.0833_105.1_T4_2005","T4","21.083300","105.100000","9","10","2005"
"1","0","Jamides bochus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","9","10","2005"
"1","0","Junonia orythia","21.0833_105.1_T4_2005","T4","21.083300","105.100000","9","10","2005"
"11","0","Lamproptera curius","21.0833_105.1_T4_2005","T4","21.083300","105.100000","9","10","2005"
"2","0","Papilio helenus","21.0833_105.1_T4_2005","T4","21.083300","105.100000","9","10","2005"
"1","0","Parnara sp","21.0833_105.1_T4_2005","T4","21.083300","105.100000","9","10","2005"
"20","0","Pieris canidia","21.0833_105.1_T4_2005","T4","21.083300","105.100000","9","10","2005"
"1","0","Pseudozizeeria maha","21.0833_105.1_T4_2005","T4","21.083300","105.100000","9","10","2005"
"1","0","Tirumala septentrionis","21.0833_105.1_T4_2005","T4","21.083300","105.100000","9","10","2005"
"5","0","Appias albina","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"7","0","Argyreus hyperbius","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"7","0","Cethosia biblis","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"6","0","Cirrochroa tyche","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"2","0","Cyrestis thyodamas","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"3","0","Danaus genutia","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"13","0","Euploea mulciber","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"1","0","Euploea sylvesta","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"2","0","Eurema hecabe","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"2","0","Graphium sarpedon","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"1","0","Ideopsis similis","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"1","0","Jamides bochus","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"8","0","Lamproptera curius","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"3","0","Neptis clinia","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"1","0","Papilio paris","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"1","0","Papilio protenor","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"1","0","Parantica aglea","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"1","0","Parantica sita","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"3","0","Parnara sp","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"35","0","Pieris canidia","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"3","0","Prioneris thestylis","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"8","0","Pseudozizeeria maha","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
"1","0","Ragadia crisilda","21.0833_105.1_T4_2006","T4","21.083300","105.100000","10","10","2006"
